"MR1","MR3","MR2"
-1.47207524192296,-0.610141993761972,-0.698278316549168
-0.824010318638662,-0.634581610792557,-0.629721162106524
-0.324764900710122,-0.875166416655615,-0.135545245198687
-0.465570703736807,0.0165817036243468,-0.863890550680549
-0.0469447726110977,0.313102300074354,1.48706054002078
-1.29693050031373,-1.03547545784325,-0.741277179370922
0.599954263037625,-0.0547244459969599,-0.190822846002513
0.33325944168914,0.0733765616048455,-0.164751754866024
1.6506155414701,0.630843477404892,-0.875363224496176
2.21257879265045,0.537004073993414,1.31861658425733
0.169942822826702,-0.139732346861075,0.375053034706198
-0.865905717614828,-1.04361174350702,0.480039631107058
1.25369803479098,-0.0480402141323758,-0.131458557676609
0.0221234975002157,-1.1079483809845,0.0328020823467957
0.0409360701525723,0.0611740951068031,0.637060692356214
0.270697664901617,-1.20444048667152,-0.411315980095834
-2.09735171087517,0.0849282477545636,-0.575306282305974
-1.10139122435141,0.64202227564705,0.621373705806695
-0.120355003724315,-1.19009317281186,-0.678483830720534
-1.0316015493078,0.665932668787014,-0.16104232445365
-0.675900609467172,-0.921301587131858,-0.252716937722756
1.1270945870843,1.63925774363886,0.691785513977654
1.25256614122268,-0.399353653454074,1.82772439900885
-0.77314160304615,0.620487863780654,-0.393109059857347
0.589808699899739,-0.882170142704944,-1.17266681764276
-0.805373872969262,-0.134597264332234,-0.702375622893512
-0.687861477765821,0.181160986823068,-0.131846464072722
0.68462924362524,-1.21950280602851,-0.595236147147557
0.165800435467008,0.356598093379297,-0.633758265991563
-0.594701861685441,0.289847487541907,-0.335937354041006
-0.759368275787181,0.42880602527781,-0.767449685068111
0.742679600806395,-0.0853186974679909,-0.0624160767505919
0.0185433005340227,-0.416906219738377,0.659616411767474
-0.595121824296163,1.78019636819803,0.59862773633715
-0.533685832092733,2.13679409558619,0.249051121008558
0.808833544024705,1.2362213156704,-0.24169463358927
-1.10032689233791,1.44925571422369,0.758606599279846
0.182499974969977,-1.22898354990604,-0.749270154887644
-0.507537041883489,-1.22374035593061,0.702209022466958
0.45985596308605,0.109395342144947,0.337090343183523
0.860471389568016,-1.16442242315263,-0.383405901604033
-0.753760198847754,1.06035078718213,0.629477759123874
1.49275963530914,-1.33566756363945,-0.17537704306922
1.38531420677031,-0.34947482371336,-0.941263482425621
-0.443808815051084,-0.807809308674421,-0.52100328652279
-1.20847267861408,-1.05430659978248,-0.0329379287581981
-0.904603408176162,-0.886362022216552,0.0482216553215412
-0.319557357896185,1.70057702855516,2.25282099499171
-0.602111181115683,0.303243791298228,0.31112759261965
-0.543825587756508,0.220113012482754,-0.2874309545124
-0.509861979390954,-0.824269691593485,-0.417430822241229
2.55348206800628,1.47053960685812,0.117150998530089
1.42299952837976,0.725718156817979,0.582828108095362
0.360728103188666,-0.332643920194107,-1.39661958224218
-0.530189206505886,0.486415193947533,0.523886748655857
-0.32131795343295,-1.38951683263454,-0.206288533610746
-0.135498578777871,-1.29315167780136,2.2597974478482
-0.949278345914052,-0.917963427784924,-0.667616485669344
-0.581226135563901,-1.53394478686361,-0.058696358145452
-1.03954159211839,-0.07473548178332,-0.398158709376016
0.428064436355543,0.585512813948538,-0.816742714403925
-0.994566597303961,0.0642899796333499,-1.15199016170794
NA,NA,NA
1.23261578478339,0.174740426516813,0.872162649163835
-0.342435569035965,-0.785069339597374,-0.607372984639596
-0.571822099934016,0.131384017658242,-0.145279587374621
-0.0488736757228997,-0.343529604546435,-1.10534752227381
-0.6939282435916,0.0393878884507296,0.622880308552839
-0.491751207608406,-0.843449261304145,-0.752039435628567
-0.873914015428977,0.0779494813674258,0.834725387722245
1.01521317911861,-0.237074119281661,0.708032906846838
-1.01953086709092,-0.740707163458344,0.775338282370927
-0.695926435174256,-0.934753471542489,1.47526034815725
0.102131688166432,1.16154781652047,0.0865801401078013
-0.479241886460481,0.785682285700201,0.0982312317689634
1.59412772985172,0.562060017119776,-0.234561962166952
-0.223790150400954,-0.134807783423488,0.490808701339139
-0.911180736404846,0.61796863893931,-1.74375325065779
-0.221087845536651,-1.02386269511314,-0.493776409770142
-1.31077517825663,-1.3296683131696,1.32364213010168
0.0970254552838194,-0.87330353649095,0.065282652219632
-0.660212375941723,1.32331251361005,1.84562548912337
-1.14399013933155,-0.942764230932121,0.0894651866346203
0.421695413103628,-0.851878868027939,0.52329785896611
0.673440088704177,-0.279810573505519,-0.641451935479286
-0.0695264473900995,-0.215618737061026,1.6193353822512
0.266456606040559,-0.132928912050179,0.886748245347469
-1.3661961071796,0.407093435998533,-0.926345438171981
NA,NA,NA
0.000686812745503702,0.212414916345204,-0.672898603407127
-0.799483341238872,-0.187371781159807,2.04458094776078
-0.603367923282212,-0.033191707248258,-0.70303087045049
-0.60048782605479,0.48517641546722,-0.0777529444363399
-0.706922621588694,0.256063383229497,-0.184743188776966
-0.291929129474059,1.58378742745143,-0.855798497805348
-0.0362542628206757,0.947111848857618,-0.723126141296642
0.279933737939123,0.607417071982995,-0.0234344658860693
-1.0423934590149,-0.583257499980135,-1.0961482518993
0.411960315445157,0.170994561810479,-0.165731768874561
0.996273295903787,-1.59820137654365,-0.416725117719705
1.79912305764409,2.48182560472992,-2.77850890494745
0.150932761893302,-0.075546991925904,-1.44900993061436
-0.490201581367383,0.134113876673654,2.05546665464934
-0.232406274441065,1.48686573821091,-0.320176071584526
0.909385344998289,-0.0627933443311621,0.570422693418046
1.97701544249367,2.62294829186637,0.889627118908064
0.56446759254809,0.0657266170677223,0.305956293569636
0.307989408774029,2.06199361377957,-1.38402442103441
2.3714235792578,-1.10282904543994,0.502677241133752
-0.228647027736617,1.1299154487727,1.72383133789744
-0.537932822941598,0.355473589887311,0.743215818595813
0.482814113450108,0.950771204499427,1.2561903886569
0.0411797059634693,-0.806568557395346,-0.862549196574955
-0.628893262897981,0.0828621508871959,0.558607957697422
2.14866152866845,-0.0800486580823909,0.462996956056832
1.9279998497343,-1.55936703930577,0.391669810315833
0.900124287765457,0.364132809978658,-0.52079528031492
-0.290911426093095,-0.556693830621032,-0.186818344148152
1.22529679360204,0.686555744024368,0.396442376111093
-0.354162230854122,0.294845945317464,0.0809677870256807
NA,NA,NA
0.0732734580869279,-1.01018258420932,-0.642893242093671
0.635824312866422,-1.49100000480047,0.611320464919673
-0.632575637760137,0.103480669649587,-0.925880790495818
0.0403897733934329,-0.920756636678246,-0.384122702048591
-1.84703124282556,0.23966935725997,-1.59449031725374
1.71233540509879,-0.886192036107973,-1.77136915812938
1.27275698590089,1.54847213882451,-0.267793908686269
NA,NA,NA
-1.97544259645109,-0.602272194583769,-0.805543436557774
0.675138290161878,0.848114760776506,-0.304806205583857
-0.339138379540383,-0.060461224292824,-0.899173964857155
0.654528388109989,0.397876761468833,-0.619239556075516
-0.839976827739733,-1.2099934155846,-0.750198253401514
0.550014040536015,0.582805236584393,0.11824815815908
0.367693363626152,-0.210955399613731,0.912754530645879
0.0703758423438281,-0.826011772826855,0.219241800462687
-0.561228022492648,1.02207616427926,0.221127404229858
0.244257385169201,1.46840574924407,0.232774501194702
-0.524720290762419,1.56640401188984,0.678722359770948
0.346639197266055,-1.1208721461006,0.0493898876244361
-0.481362932606323,0.830692633206122,0.55883308902369
0.558338272053881,1.20890335834329,-0.24965553749972
